width,height,aspect_ratio,brightness,colorfulness,sharpness,community_id,filename,quality_proxy
600.0,450.0,1.333333,110.5265,95.8595,32.8035,1236535,1236535_02.jpg,75.2476
600.0,450.0,1.333333,119.4251,84.2801,24.1285,1236535,1236535_03.jpg,71.3798
600.0,450.0,1.333333,118.2874,74.6411,18.3225,1236535,1236535_04.jpg,66.9335
600.0,450.0,1.333333,101.6462,85.3273,27.6548,1236535,1236535_05.jpg,69.2712
600.0,450.0,1.333333,136.5457,125.4221,41.6001,1245649,1245649_00.jpg,80.7754
600.0,450.0,1.333333,103.7228,118.8436,45.7273,1245649,1245649_01.jpg,78.9926
600.0,450.0,1.333333,98.943,90.557,33.5937,1245649,1245649_02.jpg,71.9065
600.0,450.0,1.333333,119.8125,101.4559,29.6574,1245649,1245649_03.jpg,77.1133
600.0,450.0,1.333333,120.3355,97.8915,38.1352,1245649,1245649_04.jpg,79.3376
600.0,450.0,1.333333,119.7962,99.4316,36.0699,1245649,1245649_05.jpg,78.9719
600.0,450.0,1.333333,96.141,79.1253,35.9718,1245661,1245661_00.jpg,69.2445
600.0,450.0,1.333333,100.2239,94.8912,24.6929,1245661,1245661_01.jpg,70.4588
600.0,450.0,1.333333,101.5976,92.8154,28.7482,1245661,1245661_02.jpg,71.4754
600.0,450.0,1.333333,114.688,83.9946,35.6423,1245661,1245661_03.jpg,73.9813
600.0,450.0,1.333333,129.0891,74.4811,26.688,1245661,1245661_04.jpg,71.192
600.0,450.0,1.333333,117.0084,82.3753,25.9827,1245661,1245661_05.jpg,71.0111
600.0,450.0,1.333333,111.9155,96.4525,26.0915,1258448,1258448_00.jpg,73.5697
600.0,450.0,1.333333,113.0163,95.8332,22.9229,1258448,1258448_01.jpg,72.6397
450.0,600.0,0.75,120.2276,107.3653,22.0965,1258448,1258448_02.jpg,76.2204
600.0,450.0,1.333333,103.6744,83.8373,24.7226,1258448,1258448_03.jpg,68.3785
600.0,450.0,1.333333,110.6587,87.1775,23.5641,1258448,1258448_04.jpg,70.2156
600.0,450.0,1.333333,105.88,86.4319,22.6002,1258448,1258448_05.jpg,68.7947
1200.0,900.0,1.333333,241.0399,35.3535,2.0786,1258447,1258447_00.jpg,31.8543
600.0,450.0,1.333333,95.0443,106.6293,19.2278,1259058,1259058_00.jpg,69.0165
600.0,450.0,1.333333,95.6284,79.0005,25.1984,1259058,1259058_01.jpg,65.7465
600.0,450.0,1.333333,109.2039,114.9956,14.1861,1259058,1259058_02.jpg,70.2065
600.0,450.0,1.333333,96.9909,83.6348,21.8804,1259058,1259058_03.jpg,66.1343
600.0,450.0,1.333333,100.3398,75.8488,22.1502,1259058,1259058_04.jpg,64.9262
600.0,450.0,1.333333,92.36,90.5829,18.9501,1259058,1259058_05.jpg,66.0511
600.0,450.0,1.333333,113.913,78.2144,24.6582,1260984,1260984_00.jpg,68.9524
600.0,450.0,1.333333,126.9091,115.803,42.9112,1260984,1260984_01.jpg,82.6411
600.0,450.0,1.333333,108.6181,107.3278,33.8568,1260984,1260984_02.jpg,76.2392
600.0,450.0,1.333333,90.9766,86.3895,26.5192,1260984,1260984_03.jpg,67.0979
600.0,450.0,1.333333,135.8376,72.009,18.4736,1260984,1260984_04.jpg,66.6889
600.0,450.0,1.333333,115.2026,85.0753,31.8733,1260984,1260984_05.jpg,73.1742
600.0,450.0,1.333333,140.727,111.2393,33.832,540815,540815_00.jpg,77.5312
600.0,450.0,1.333333,136.7576,116.46,34.9834,540815,540815_01.jpg,78.6663
600.0,450.0,1.333333,139.3043,102.1723,30.3779,540815,540815_02.jpg,76.7297
600.0,450.0,1.333333,145.8402,136.1392,18.7699,540815,540815_03.jpg,71.8256
600.0,450.0,1.333333,138.2758,130.528,15.7025,540815,540815_04.jpg,72.3445
600.0,450.0,1.333333,142.8562,123.1129,27.1382,540815,540815_05.jpg,75.0235
600.0,450.0,1.333333,129.9722,87.5813,39.9896,1058673,1058673_00.jpg,78.4513
600.0,450.0,1.333333,132.714,91.1272,41.03,1058673,1058673_01.jpg,79.1274
600.0,450.0,1.333333,145.7374,104.4132,35.7002,1058673,1058673_02.jpg,77.1364
600.0,450.0,1.333333,119.6942,88.8751,38.0147,1058673,1058673_03.jpg,76.9206
600.0,450.0,1.333333,126.075,82.5813,33.7661,1058673,1058673_04.jpg,75.2657
600.0,450.0,1.333333,122.4228,87.5476,34.5425,1058673,1058673_05.jpg,76.0366
600.0,450.0,1.333333,137.2149,107.3959,27.4249,988240,988240_00.jpg,76.2149
600.0,450.0,1.333333,92.2663,116.3806,34.9189,988240,988240_01.jpg,73.3774
600.0,450.0,1.333333,98.136,109.4261,19.4841,988240,988240_02.jpg,69.7004
600.0,450.0,1.333333,87.314,76.4244,19.4856,988240,988240_03.jpg,61.6933
600.0,450.0,1.333333,68.7346,79.4142,18.6002,988240,988240_04.jpg,58.5353
600.0,450.0,1.333333,116.3706,102.8547,26.5283,988240,988240_05.jpg,75.4632
600.0,450.0,1.333333,84.4034,72.7519,25.7224,988174,988174_00.jpg,62.1557
600.0,450.0,1.333333,102.102,85.0185,21.1062,988174,988174_01.jpg,67.2366
600.0,450.0,1.333333,100.6678,87.3114,39.9375,988174,988174_02.jpg,73.4144
600.0,450.0,1.333333,105.5595,80.2444,22.801,988174,988174_03.jpg,67.248
600.0,450.0,1.333333,113.3777,82.7418,30.549,988174,988174_04.jpg,71.8205
600.0,450.0,1.333333,117.4265,99.837,39.7509,988174,988174_05.jpg,79.7607
600.0,450.0,1.333333,101.3923,121.5023,29.8331,988214,988214_00.jpg,73.5705
600.0,450.0,1.333333,83.0959,88.9369,25.9802,988214,988214_01.jpg,66.0272
600.0,450.0,1.333333,97.6205,94.0816,40.7478,988214,988214_02.jpg,74.765
600.0,450.0,1.333333,125.8908,80.9402,27.274,988214,988214_03.jpg,72.7907
600.0,450.0,1.333333,74.3326,85.1903,32.3314,988214,988214_04.jpg,65.3637
600.0,450.0,1.333333,106.1628,74.4367,38.2945,988214,988214_05.jpg,70.7556
600.0,450.0,1.333333,103.4409,80.309,30.4268,988213,988213_00.jpg,69.2334
600.0,450.0,1.333333,105.8685,102.3347,35.5971,988213,988213_01.jpg,76.246
600.0,450.0,1.333333,123.4934,125.8686,31.8352,988213,988213_02.jpg,78.5128
600.0,450.0,1.333333,107.2086,127.4708,28.701,988213,988213_03.jpg,74.3527
600.0,450.0,1.333333,64.7732,94.1126,23.4064,988213,988213_04.jpg,62.9381
600.0,450.0,1.333333,67.297,101.8837,32.695,988213,988213_05.jpg,67.8056
600.0,450.0,1.333333,128.2547,146.5222,18.7457,988207,988207_00.jpg,75.2527
600.0,450.0,1.333333,121.7164,124.0758,23.0245,988207,988207_01.jpg,75.4123
600.0,450.0,1.333333,88.317,72.0788,19.8796,988207,988207_02.jpg,60.9259
600.0,450.0,1.333333,110.7603,122.916,25.2095,988207,988207_03.jpg,73.9553
600.0,450.0,1.333333,144.8737,114.3294,40.6716,1000681,1000681_00.jpg,78.8587
600.0,450.0,1.333333,106.3298,77.5225,35.0881,1000681,1000681_01.jpg,70.5576
600.0,450.0,1.333333,110.334,82.2923,35.7706,1000681,1000681_02.jpg,72.7454
600.0,450.0,1.333333,90.3628,98.8637,17.884,1000681,1000681_03.jpg,67.3981
600.0,450.0,1.333333,87.2785,92.306,35.1562,1000681,1000681_04.jpg,70.5538
600.0,450.0,1.333333,135.9365,111.2878,41.0257,1000681,1000681_05.jpg,80.7149
600.0,450.0,1.333333,130.0343,117.5177,64.562,1000697,1000697_00.jpg,89.2228
600.0,450.0,1.333333,126.3662,118.5687,64.6315,1000697,1000697_01.jpg,89.3227
600.0,450.0,1.333333,130.3146,117.0376,65.119,1000697,1000697_02.jpg,89.3421
600.0,450.0,1.333333,121.783,135.8535,24.9329,1000697,1000697_03.jpg,76.0217
600.0,450.0,1.333333,132.2639,84.1178,22.38,1000697,1000697_04.jpg,71.6349
600.0,450.0,1.333333,101.2929,104.8572,34.6993,1000697,1000697_05.jpg,75.0718
600.0,450.0,1.333333,122.5051,112.3002,32.5121,1001462,1001462_00.jpg,78.5313
600.0,450.0,1.333333,129.5059,113.4561,39.8956,1001462,1001462_01.jpg,81.6177
600.0,450.0,1.333333,144.0633,119.0884,37.7237,1001462,1001462_02.jpg,78.0957
600.0,450.0,1.333333,155.6683,106.5606,28.4675,1001462,1001462_03.jpg,72.9366
600.0,450.0,1.333333,127.984,90.1873,27.2402,1001462,1001462_04.jpg,75.5007
600.0,450.0,1.333333,134.4949,86.275,28.2104,1001462,1001462_05.jpg,73.5604
600.0,450.0,1.333333,104.0766,108.7992,25.8316,364312,364312_00.jpg,72.8443
600.0,450.0,1.333333,132.7242,104.627,33.2692,364312,364312_01.jpg,78.9184
600.0,450.0,1.333333,102.3043,104.3457,25.5182,364312,364312_02.jpg,72.4002
600.0,450.0,1.333333,89.8303,101.9828,30.5493,364312,364312_03.jpg,71.5361
600.0,450.0,1.333333,114.4279,109.4254,37.9426,364312,364312_04.jpg,78.6507
600.0,450.0,1.333333,110.6184,120.434,33.7285,364312,364312_05.jpg,76.5898
600.0,450.0,1.333333,104.4654,144.3932,23.3767,847714,847714_00.jpg,72.1531
600.0,450.0,1.333333,85.9493,99.5238,26.6108,847714,847714_01.jpg,69.4282
600.0,450.0,1.333333,95.6517,103.37,22.107,847714,847714_02.jpg,70.0349
600.0,450.0,1.333333,85.0253,120.6884,16.7971,847714,847714_03.jpg,66.3
600.0,450.0,1.333333,112.9273,141.9286,19.9188,847714,847714_04.jpg,72.7252
600.0,450.0,1.333333,100.4302,117.1326,18.4311,847714,847714_05.jpg,69.8194
600.0,450.0,1.333333,88.7071,94.1751,35.6156,846503,846503_00.jpg,71.4437
600.0,450.0,1.333333,107.5677,118.0923,36.1319,846503,846503_01.jpg,76.745
600.0,450.0,1.333333,115.5802,108.8028,43.83,846503,846503_02.jpg,80.7156
600.0,450.0,1.333333,124.5944,113.3771,41.8876,846503,846503_03.jpg,81.8692
600.0,450.0,1.333333,119.8922,116.8574,23.3314,846503,846503_04.jpg,75.152
600.0,450.0,1.333333,111.5767,116.4975,25.339,846503,846503_05.jpg,74.1552
600.0,450.0,1.333333,91.5829,97.6315,22.9438,239927,239927_00.jpg,68.9095
600.0,450.0,1.333333,104.9176,95.1726,30.6136,239927,239927_01.jpg,73.2961
600.0,450.0,1.333333,86.0206,83.3654,35.5252,239927,239927_02.jpg,68.1883
600.0,450.0,1.333333,124.3189,109.0711,31.2795,239927,239927_03.jpg,78.5003
600.0,450.0,1.333333,147.4536,102.2038,37.0885,239927,239927_04.jpg,77.2351
600.0,450.0,1.333333,137.078,110.9701,40.0612,239927,239927_05.jpg,80.1905
600.0,450.0,1.333333,66.5307,97.7333,27.8365,299417,299417_00.jpg,65.571
600.0,450.0,1.333333,77.5905,107.9922,34.9986,299417,299417_01.jpg,70.5359
600.0,450.0,1.333333,74.1913,92.497,34.7458,299417,299417_02.jpg,67.9173
600.0,450.0,1.333333,83.6599,98.6204,44.2369,299417,299417_03.jpg,74.2634
600.0,450.0,1.333333,76.5591,86.7268,25.9114,299417,299417_04.jpg,64.1764
600.0,450.0,1.333333,123.6725,117.5058,32.3683,299417,299417_05.jpg,78.7143
600.0,450.0,1.333333,110.7487,115.1845,29.557,300073,300073_00.jpg,75.3116
600.0,450.0,1.333333,121.039,82.0187,42.1256,300073,300073_01.jpg,76.7538
600.0,450.0,1.333333,131.6893,81.2181,24.0854,300073,300073_02.jpg,71.5551
600.0,450.0,1.333333,110.6879,84.4435,29.0761,300073,300073_03.jpg,71.2603
600.0,450.0,1.333333,125.3328,97.9198,16.8595,300073,300073_04.jpg,73.6721
600.0,450.0,1.333333,136.6771,108.8998,27.5441,300073,300073_05.jpg,76.3572
600.0,450.0,1.333333,93.4302,131.5756,25.0419,306545,306545_00.jpg,70.5181
600.0,450.0,1.333333,108.5147,124.8014,43.0697,306545,306545_01.jpg,79.098
600.0,450.0,1.333333,103.279,111.0495,42.5413,306545,306545_02.jpg,77.9103
600.0,450.0,1.333333,118.8034,101.9633,24.0086,306545,306545_03.jpg,75.1509
600.0,450.0,1.333333,132.9634,120.6511,19.2595,306545,306545_04.jpg,74.4936
600.0,450.0,1.333333,117.1385,109.3798,36.4936,306545,306545_05.jpg,78.7273
600.0,450.0,1.333333,84.9934,124.1642,22.9742,213262,213262_00.jpg,68.2242
600.0,450.0,1.333333,113.6635,126.561,33.2767,213262,213262_01.jpg,77.0433
600.0,450.0,1.333333,98.4236,114.7812,37.0806,213262,213262_02.jpg,75.2555
600.0,450.0,1.333333,126.9419,120.9676,27.8319,213262,213262_03.jpg,77.9353
600.0,450.0,1.333333,129.4394,123.2212,29.4098,213262,213262_04.jpg,78.3539
600.0,450.0,1.333333,122.1579,107.5035,32.9809,213262,213262_05.jpg,78.6099
600.0,450.0,1.333333,70.872,77.5466,27.1916,289547,289547_00.jpg,61.1707
600.0,450.0,1.333333,93.7706,90.9091,38.9018,289547,289547_01.jpg,72.6431
600.0,450.0,1.333333,96.7175,98.5806,42.6449,289547,289547_02.jpg,76.3063
600.0,450.0,1.333333,108.9098,109.4704,39.4879,289547,289547_03.jpg,78.0559
600.0,450.0,1.333333,117.227,110.1906,41.9976,289547,289547_04.jpg,80.4646
600.0,450.0,1.333333,67.4133,112.2141,32.2359,289547,289547_05.jpg,67.6848
600.0,450.0,1.333333,117.3651,101.3379,19.7173,847323,847323_00.jpg,73.529
600.0,450.0,1.333333,131.2712,98.7182,27.0858,847323,847323_01.jpg,76.9494
600.0,450.0,1.333333,114.5727,93.9799,23.8752,847323,847323_02.jpg,72.7779
600.0,450.0,1.333333,114.9054,87.6761,16.2371,847323,847323_03.jpg,68.88
600.0,450.0,1.333333,115.1088,81.9803,17.4322,847323,847323_04.jpg,67.8693
600.0,450.0,1.333333,133.1334,117.3084,19.2275,847323,847323_05.jpg,74.4504
600.0,450.0,1.333333,75.1229,88.3343,29.5419,445603,445603_00.jpg,65.4323
600.0,450.0,1.333333,106.0538,104.6534,37.1352,445603,445603_01.jpg,76.7628
600.0,450.0,1.333333,80.5096,98.6412,30.5505,445603,445603_02.jpg,69.3763
600.0,450.0,1.333333,112.6862,118.7137,26.6318,445603,445603_03.jpg,74.7759
600.0,450.0,1.333333,126.8256,126.5024,30.5442,445603,445603_04.jpg,78.7601
600.0,450.0,1.333333,118.9874,120.4354,29.6972,445603,445603_05.jpg,76.9646
600.0,450.0,1.333333,120.889,95.3208,25.5555,847007,847007_00.jpg,74.8719
600.0,450.0,1.333333,116.6485,112.5584,24.5994,847007,847007_01.jpg,74.9147
600.0,450.0,1.333333,113.564,125.048,36.644,847007,847007_02.jpg,78.0762
600.0,450.0,1.333333,117.1059,93.1933,22.2677,847007,847007_03.jpg,72.5737
600.0,450.0,1.333333,98.0242,104.3045,46.5336,847007,847007_04.jpg,78.1316
600.0,450.0,1.333333,103.4465,106.4841,34.251,847007,847007_05.jpg,75.3523
600.0,450.0,1.333333,78.8182,82.1727,28.3372,847370,847370_00.jpg,64.2372
600.0,450.0,1.333333,105.006,100.4341,25.934,847370,847370_01.jpg,73.0578
600.0,450.0,1.333333,106.3931,92.7889,28.5742,847370,847370_02.jpg,72.351
600.0,450.0,1.333333,85.1916,100.0078,30.9189,847370,847370_03.jpg,70.7456
600.0,450.0,1.333333,109.4504,111.1047,28.1571,847370,847370_04.jpg,74.6206
600.0,450.0,1.333333,88.8563,118.7493,29.1344,847370,847370_05.jpg,70.9037
