width,height,aspect_ratio,brightness,colorfulness,sharpness,community_id,filename,quality_proxy
600.0,450.0,1.333333,113.3514,114.6188,26.8553,944918,944918_02.jpg,74.9757
600.0,450.0,1.333333,158.1848,120.5197,19.9326,944918,944918_03.jpg,69.7779
600.0,450.0,1.333333,110.2663,111.8932,25.9798,944918,944918_04.jpg,74.0995
600.0,450.0,1.333333,136.1091,119.911,33.157,952212,952212_00.jpg,78.2222
600.0,450.0,1.333333,131.3011,118.7127,35.3338,952212,952212_01.jpg,79.8415
600.0,450.0,1.333333,137.1754,120.3018,29.2814,952212,952212_02.jpg,76.8028
600.0,450.0,1.333333,132.805,103.02,23.7275,952212,952212_03.jpg,75.9208
600.0,450.0,1.333333,123.9818,75.4348,33.5228,952212,952212_04.jpg,72.9942
600.0,450.0,1.333333,123.0247,102.9459,33.6142,952212,952212_05.jpg,78.9771
600.0,450.0,1.333333,121.3013,120.0629,44.3679,988162,988162_00.jpg,82.0011
600.0,450.0,1.333333,93.0143,90.5022,43.8796,988162,988162_01.jpg,73.9492
600.0,450.0,1.333333,93.6956,113.254,52.4397,988162,988162_02.jpg,79.1318
600.0,450.0,1.333333,99.0729,143.1075,30.2968,988162,988162_03.jpg,73.2624
600.0,450.0,1.333333,152.2442,120.9446,42.6498,988162,988162_04.jpg,78.0373
600.0,450.0,1.333333,123.9094,98.54,31.6605,988162,988162_05.jpg,78.1744
1200.0,900.0,1.333333,241.0399,35.3535,2.0786,1281119,1281119_00.jpg,31.8543
600.0,450.0,1.333333,108.382,112.4198,33.8238,1214574,1214574_00.jpg,76.1827
600.0,450.0,1.333333,102.7479,126.1266,21.0078,1214574,1214574_01.jpg,71.0773
600.0,450.0,1.333333,107.2026,130.396,26.1025,1214574,1214574_02.jpg,73.5395
600.0,450.0,1.333333,110.2369,117.9957,38.1255,1214574,1214574_03.jpg,77.8893
600.0,450.0,1.333333,105.107,125.1107,22.776,1214574,1214574_04.jpg,72.0907
600.0,450.0,1.333333,88.6072,110.308,34.6656,1214574,1214574_05.jpg,72.5835
600.0,450.0,1.333333,114.1194,95.3864,36.1912,1236535,1236535_00.jpg,76.8897
600.0,450.0,1.333333,110.0275,74.6888,24.6656,1236535,1236535_01.jpg,67.3144
