feature,0
center_dist,1798.519279822794
ring3_dist_signed,627.1343369457388
block_property_fee,275.3891644050247
block_age_years,253.11433948014948
park_dist,226.35819473570393
block_floor_area_ratio,194.22800601175118
ndvi_mean,172.4951621820558
ndvi_std,171.7513224223942
metro_dist,136.4255094060165
junior_dist,83.99308300090446
kindergarten_dist,82.20301724365903
hospital_top_dist,61.18283234004854
bus_dist,54.607538589838384
leisure_dist,54.16721427206513
building_score_std,48.596402558310324
dining_count,48.40418898125974
shopping_dist,47.717138326426046
building_score_mean,45.4204890817181
shopping_count,44.64655960876922
primary_dist,40.45798040987136
dining_dist,39.61418214927948
basic_health_dist,39.212456373672836
water_ratio,37.69726878806961
community_count,36.580452769255736
company_count,36.083390746424634
company_dist,30.23727713030501
park_count,28.002338281807777
green_ratio,21.723372603475475
basic_health_count,19.706060031799545
hospital_top_count,12.926105456934167
leisure_count,11.075551092168112
bus_count,9.48113706806982
junior_count,8.972131125480114
kindergarten_count,4.706854180125505
inside_ring3,2.7728619402133226
primary_count,2.6639183010395873
